Date,dsp_toxins,dsp_phyto,mean_sst,mean_chl,mean_temp,max_temp,min_temp,rainfall
2018-09-09,132.0,40.0,295.2578430175781,0.8897382020950317,18.74,25.54,12.22,0.0
2018-09-16,128.0,3400.0,294.8785705566406,1.981516599655151,20.47142857142857,29.11428571428571,14.0,0.0
2018-09-23,198.0,20.0,295.9228515625,1.309902548789978,19.6,30.18,11.72,0.0
2018-09-30,36.0,20.0,296.5664367675781,3.018501996994019,22.04285714285714,31.65714285714285,13.34285714285714,0.3142857142857143
2018-10-07,97.0,20.0,296.6164245605469,1.604676723480225,18.0,29.81428571428571,8.185714285714285,0.01428571428571429
2018-10-14,36.0,20.0,295.894287109375,0.8091616034507751,17.15714285714285,25.2,9.014285714285714,2.871428571428571
2018-10-21,36.0,20.0,294.1578674316406,1.029787302017212,16.2,22.5,10.54285714285714,4.542857142857143
2018-10-28,36.0,20.0,293.4735717773438,1.823931336402893,16.21428571428572,23.92857142857143,9.914285714285715,1.3
2018-11-04,36.0,20.0,290.5507202148438,2.859501838684082,13.7,18.08571428571429,8.77142857142857,9.071428571428571
2018-11-11,36.0,20.0,289.3878479003906,5.478533267974854,14.21428571428571,19.68571428571428,8.328571428571427,3.785714285714286
2018-11-18,36.0,20.0,289.5228576660156,2.312699794769287,14.74285714285714,20.34285714285715,9.657142857142857,4.399999999999999
2018-11-25,28.0,20.0,289.8414306640625,1.141146779060364,13.15714285714286,18.2,8.614285714285714,4.014285714285714
2018-12-02,36.0,20.0,289.7156982421875,2.144904136657715,9.557142857142859,18.72857142857143,2.085714285714286,0.4
2018-12-09,36.0,20.0,289.7985534667969,3.177367687225342,10.21428571428571,20.48571428571428,2.485714285714285,0.07142857142857142
2018-12-16,36.0,40.0,289.4971313476562,0.8281058073043823,11.98571428571429,18.81428571428571,5.800000000000002,1.814285714285714
2018-12-23,72.5,40.0,289.3385620117187,1.8506193459033966,9.854761904761906,19.2204081632653,8.687852119750856,1.3104156577885397
2018-12-30,109.0,40.0,289.1799926757812,1.252099752426147,9.628571428571428,19.14285714285714,1.771428571428571,0.02857142857142857
2019-01-06,72.5,40.0,289.192138671875,1.5789118210474646,9.377142857142857,18.553061224489795,8.687852119750856,1.3104156577885397
2019-01-13,36.0,20.0,289.2042846679688,2.656529903411865,4.585714285714286,18.82857142857143,-4.085714285714286,0.01428571428571429
2019-01-20,57.0,20.0,288.8271484375,1.699899673461914,8.765714285714285,18.383673469387755,8.687852119750856,1.3104156577885397
2019-01-27,78.0,20.0,288.4500122070312,1.743871927261353,10.47142857142857,17.85714285714286,3.399999999999999,0.4833333333333333
2019-02-03,36.0,20.0,287.8528442382812,1.147097110748291,12.01428571428571,16.01428571428571,7.7,6.314285714285715
2019-02-10,36.0,20.0,287.230712890625,3.111044406890869,7.128571428571428,18.52857142857143,-1.342857142857143,0.04285714285714286
2019-02-17,36.0,20.0,287.5485534667969,8.221715927124023,11.5,19.5,3.157142857142857,0.0
